child_events,id,ticket_id,timestamp,created_at,updater_id,via,system,event_type
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":707526238393,""comment_present"":true,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""id"":707526238533,""previous_value"":""0"",""via"":""Web form"",""type"":""question""},{""event_type"":""Change"",""via_reference_id"":null,""priority"":""normal"",""id"":707526238633,""previous_value"":""0"",""via"":""Web form""},{""event_type"":""Change"",""status"":""pending"",""via_reference_id"":null,""id"":707526238713,""previous_value"":""open"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""removed_tags"":[],""id"":707526238833,""added_tags"":[""category-data-processing"",""ended-escalated-only-support"",""ended-workaround"",""sql-help""],""tags"":[""category-data-processing"",""customer-recruitstaff"",""ended-escalated-only-support"",""ended-workaround"",""sql-help""],""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""81568788"":""ended-escalated-only-support""},""id"":707526238953,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""77496087"":""sql-help""},""id"":707526239013,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""81568808"":""ended-workaround""},""id"":707526239093,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""77984587"":""category-data-processing""},""id"":707526239133,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277327"":""1356""},""id"":707526239153,""previous_value"":""232"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277347"":""1124""},""id"":707526239173,""previous_value"":""219"",""via"":""Web form""}]",7.07526E+11,38869,1557903405,56:45.0,3.68483E+11,Web form,"{""location"":""Tokyo, 40, Japan"",""client"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.84 Safari/537.36"",""longitude"":139.7677,""latitude"":35.64269999999999}",Audit
"[{""event_type"":""Change"",""via_reference_id"":null,""id"":708192690974,""assignee_id"":5396187947,""previous_value"":""1098710047"",""via"":""Web form""}]",7.08193E+11,38851,1557903507,58:27.0,1098710047,Web form,"{""location"":""Tokyo, 40, Japan"",""client"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""longitude"":139.7677,""latitude"":35.64269999999999}",Audit
"[{""event_type"":""Change"",""via_reference_id"":null,""id"":707527431753,""assignee_id"":5396187947,""previous_value"":""1098710047"",""via"":""Web form""},{""event_type"":""Change"",""status"":""open"",""via_reference_id"":null,""id"":707527431853,""previous_value"":""pending"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277327"":""1197""},""id"":707527431913,""previous_value"":""1192"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277347"":""5""},""id"":707527432033,""previous_value"":""57"",""via"":""Web form""}]",7.07527E+11,38844,1557903525,58:45.0,1098710047,Web form,"{""location"":""Tokyo, 40, Japan"",""client"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""longitude"":139.7677,""latitude"":35.64269999999999}",Audit
"[{""event_type"":""Change"",""status"":""hold"",""via_reference_id"":null,""id"":707535482693,""previous_value"":""open"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277327"":""8163""},""id"":707535482753,""previous_value"":""7998"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277347"":""165""},""id"":707535482813,""previous_value"":""599"",""via"":""Web form""}]",7.07535E+11,37689,1557904016,06:56.0,3.73612E+11,Web form,"{""location"":""Tokyo, 40, Japan"",""client"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""longitude"":139.7677,""latitude"":35.64269999999999}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":707537859993,""comment_present"":true,""via"":""Web form""},{""event_type"":""Change"",""status"":""pending"",""via_reference_id"":null,""id"":707537860053,""previous_value"":""open"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277327"":""2464""},""id"":707537860093,""previous_value"":""983"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277347"":""1481""},""id"":707537860133,""previous_value"":""22"",""via"":""Web form""}]",7.07538E+11,38776,1557904200,10:00.0,3.73612E+11,Web form,"{""location"":""Tokyo, 40, Japan"",""client"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""longitude"":139.7677,""latitude"":35.64269999999999}",Audit
[],7.0754E+11,38870,1557904387,13:07.0,1130579717,Web service,"{""location"":""Fairfield, CT, United States"",""client"":""node-zendesk/1.3.0 (node/10.14.2)"",""longitude"":-73.2637,""latitude"":41.1412}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":707539963393,""comment_present"":true,""via"":""Web service""}]",7.0754E+11,38870,1557904388,13:08.0,25562660768,Web service,"{""location"":""Fairfield, CT, United States"",""client"":""node-zendesk/1.3.0 (node/10.14.2)"",""longitude"":-73.2637,""latitude"":41.1412}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":708209413954,""comment_present"":true,""via"":""Web form""},{""subject"":""[Arm Treasure Data] 多くのリソースを消費するPrestoクエリの改善のお願い"",""event_type"":""Create"",""via_reference_id"":null,""id"":708209414034,""via"":""Web form""},{""event_type"":""Create"",""via_reference_id"":null,""requester_id"":377763414634,""id"":708209414094,""via"":""Web form""},{""event_type"":""Create"",""via_reference_id"":null,""id"":708209414134,""assignee_id"":17408925408,""via"":""Web form""},{""event_type"":""Create"",""via_reference_id"":null,""id"":708209414154,""group_id"":25879637,""via"":""Web form""},{""event_type"":""Create"",""organization_id"":""260110807"",""via_reference_id"":null,""id"":708209414174,""via"":""Web form""},{""event_type"":""Create"",""via_reference_id"":null,""ticket_form_id"":""166578"",""id"":708209414194,""via"":""Web form""},{""event_type"":""Create"",""brand_id"":""381217"",""via_reference_id"":null,""id"":708209414214,""via"":""Web form""},{""event_type"":""Create"",""via_reference_id"":null,""id"":708209414234,""via"":""Web form"",""type"":""task""},{""event_type"":""Create"",""via_reference_id"":null,""priority"":""high"",""id"":708209414274,""via"":""Web form""},{""event_type"":""Create"",""status"":""pending"",""via_reference_id"":null,""id"":708209414294,""via"":""Web form""},{""event_type"":""Create"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277327"":""2534""},""id"":708209414334,""via"":""Web form""},{""event_type"":""Create"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277347"":""2534""},""id"":708209414374,""via"":""Web form""},{""event_type"":""Create"",""via_reference_id"":null,""custom_ticket_fields"":{""26703268"":""0""},""id"":708209414434,""via"":""Web form""},{""event_type"":""Create"",""via_reference_id"":null,""removed_tags"":[],""id"":708209414454,""added_tags"":[""datacenter_aws""],""tags"":[""datacenter_aws""],""via"":""Web form""}]",7.08209E+11,38873,1557904855,20:55.0,17408925408,Web form,"{""location"":""Tokyo, 40, Japan"",""client"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""longitude"":139.7677,""latitude"":35.64269999999999}",Audit
"[{""comment_public"":false,""event_type"":""Comment"",""via_reference_id"":null,""id"":707545261493,""comment_present"":true,""via"":""Web service""},{""subject"":""SFTPからファイルを取り込む際、ファイルが存在しなかったとしてもJOBは成功し、no recordで入ってくるかと思いますが、取り込む際にファイルが存在しなかった場合 もしくはno recordで入ってきた場合にエラーとしてメール通知を出すことは可能でしょうか？"",""event_type"":""Create"",""via_reference_id"":null,""id"":707545261533,""via"":""Web service""},{""event_type"":""Create"",""via_reference_id"":null,""requester_id"":370790297414,""id"":707545261573,""via"":""Web service""},{""event_type"":""Create"",""via_reference_id"":null,""removed_tags"":[],""id"":707545261593,""added_tags"":[""datacenter_aws"",""partner-legoliss""],""tags"":[""datacenter_aws"",""partner-legoliss""],""via"":""Web service""},{""event_type"":""Create"",""via_reference_id"":null,""custom_ticket_fields"":{""360000448128"":""partner-legoliss""},""id"":707545261693,""via"":""Web service""},{""event_type"":""Create"",""status"":""new"",""via_reference_id"":null,""id"":707545261733,""via"":""Web service""},{""event_type"":""Create"",""via_reference_id"":null,""priority"":null,""id"":707545261793,""via"":""Web service""},{""event_type"":""Create"",""via_reference_id"":null,""id"":707545261833,""via"":""Web service"",""type"":null},{""event_type"":""Create"",""organization_id"":""963574927"",""via_reference_id"":null,""id"":707545261913,""via"":""Web service""},{""event_type"":""Create"",""brand_id"":""381217"",""via_reference_id"":null,""id"":707545261973,""via"":""Web service""},{""event_type"":""Create"",""via_reference_id"":null,""ticket_form_id"":""166578"",""id"":707545262033,""via"":""Web service""},{""event_type"":""Create"",""is_public"":""f"",""via_reference_id"":null,""id"":707545262133,""via"":""Web service""}]",7.07545E+11,38874,1557904857,20:57.0,3.7079E+11,Web service,"{""location"":""Fairfield, CT, United States"",""client"":null,""longitude"":-73.2637,""latitude"":41.1412}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":708209494634,""comment_present"":true,""via"":""Web service""},{""event_type"":""Change"",""is_public"":""t"",""via_reference_id"":null,""id"":708209494714,""previous_value"":""0"",""via"":""Web service""}]",7.08209E+11,38874,1557904863,21:03.0,3.7079E+11,Web service,"{""location"":""Ashburn, VA, United States"",""client"":""node-zendesk/1.3.0 (node/10.14.2)"",""longitude"":-77.4728,""latitude"":39.048100000000005}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":708212906894,""comment_present"":true,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""id"":708212907034,""assignee_id"":5396187947,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""id"":708212907134,""previous_value"":null,""group_id"":25879637,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""id"":708212907194,""previous_value"":""0"",""via"":""Web form"",""type"":""question""},{""event_type"":""Change"",""via_reference_id"":null,""priority"":""normal"",""id"":708212907254,""previous_value"":""0"",""via"":""Web form""},{""event_type"":""Change"",""status"":""pending"",""via_reference_id"":null,""id"":708212907334,""previous_value"":""new"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""removed_tags"":[],""id"":708212907414,""added_tags"":[""category-data-collection-bulk"",""dataconnector"",""ended-escalated-only-support"",""job-investigation-datacolbulk""],""tags"":[""category-data-collection-bulk"",""datacenter_aws"",""dataconnector"",""ended-escalated-only-support"",""job-investigation-datacolbulk"",""partner-legoliss""],""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""81568788"":""ended-escalated-only-support""},""id"":708212907474,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""77496087"":""dataconnector job-investigation-datacolbulk""},""id"":708212907554,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""77984587"":""category-data-collection-bulk""},""id"":708212907594,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277327"":""77""},""id"":708212907674,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277347"":""77""},""id"":708212907774,""previous_value"":null,""via"":""Web form""}]",7.08213E+11,38874,1557905206,26:46.0,5396187947,Web form,"{""location"":""Tokyo, 40, Japan"",""client"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""longitude"":139.7677,""latitude"":35.64269999999999}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":708213124774,""comment_present"":true,""via"":""Chat""},{""event_type"":""Change"",""is_public"":""t"",""via_reference_id"":null,""id"":708213124834,""previous_value"":""0"",""via"":""Chat""}]",7.08213E+11,38871,1557905227,27:07.0,1166787268,Chat,"{""location"":""Fairfield, CT, United States"",""client"":""Zopim-Zendesk Integration v2"",""longitude"":-73.2637,""latitude"":41.1412}",Audit
"[{""comment_public"":false,""event_type"":""Comment"",""via_reference_id"":null,""id"":707548883133,""comment_present"":true,""via"":""Chat""}]",7.07549E+11,38871,1557905228,27:08.0,1166787268,Chat,"{""location"":""Fairfield, CT, United States"",""client"":""Zopim-Zendesk Integration v2"",""longitude"":-73.2637,""latitude"":41.1412}",Audit
"[{""event_type"":""Change"",""via_reference_id"":null,""removed_tags"":[],""id"":707548886633,""added_tags"":[""inc"",""treasure_data"",""zopim_chat_ended""],""tags"":[""datacenter_aws"",""inc"",""treasure_data"",""zopim_chat"",""zopim_chat_ended""],""via"":""Web service""}]",7.07549E+11,38871,1557905228,27:08.0,-1,Web service,"{""location"":null,""client"":null,""longitude"":null,""latitude"":null}",Audit
"[{""comment_public"":false,""event_type"":""Comment"",""via_reference_id"":null,""id"":708213274494,""comment_present"":true,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277327"":""6504""},""id"":708213274654,""previous_value"":""5141"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277347"":""1363""},""id"":708213274694,""previous_value"":""21"",""via"":""Web form""}]",7.08213E+11,38280,1557905241,27:21.0,3.68483E+11,Web form,"{""location"":""Tokyo, 40, Japan"",""client"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.84 Safari/537.36"",""longitude"":139.7677,""latitude"":35.64269999999999}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":707549654273,""comment_present"":true,""via"":""Web service""},{""event_type"":""Change"",""status"":""open"",""via_reference_id"":null,""id"":707549654413,""previous_value"":""pending"",""via"":""Web service""}]",7.0755E+11,38869,1557905309,28:29.0,27960548168,Web service,"{""location"":""Fairfield, CT, United States"",""client"":""node-zendesk/1.3.0 (node/10.14.2)"",""longitude"":-73.2637,""latitude"":41.1412}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":707550026933,""comment_present"":true,""via"":""Web form""},{""event_type"":""Change"",""status"":""pending"",""via_reference_id"":null,""id"":707550026973,""previous_value"":""open"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277327"":""6605""},""id"":707550026993,""previous_value"":""6504"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277347"":""101""},""id"":707550027053,""previous_value"":""1363"",""via"":""Web form""}]",7.0755E+11,38280,1557905346,29:06.0,3.68483E+11,Web form,"{""location"":""Tokyo, 40, Japan"",""client"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.84 Safari/537.36"",""longitude"":139.7677,""latitude"":35.64269999999999}",Audit
[],7.08215E+11,38874,1557905441,30:41.0,1130579717,Web service,"{""location"":""Ashburn, VA, United States"",""client"":""node-zendesk/1.3.0 (node/10.14.2)"",""longitude"":-77.4728,""latitude"":39.048100000000005}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":707551020413,""comment_present"":true,""via"":""Web service""},{""event_type"":""Change"",""status"":""open"",""via_reference_id"":null,""id"":707551020453,""previous_value"":""pending"",""via"":""Web service""}]",7.07551E+11,38874,1557905442,30:42.0,3.7079E+11,Web service,"{""location"":""Ashburn, VA, United States"",""client"":""node-zendesk/1.3.0 (node/10.14.2)"",""longitude"":-77.4728,""latitude"":39.048100000000005}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":707552231613,""comment_present"":true,""via"":""Web form""},{""subject"":""Split a table into 50 tables"",""event_type"":""Change"",""via_reference_id"":null,""id"":707552231693,""previous_value"":""お疲れ様です。SQLのテクニックについてお聞きさせてください。以下のようにユーザーIDと日付の2列のテーブルがあるとします。\nuser_id, date\nA, 1/1\nA, 1/2\nB, 1/1\nB, 1/2\n今ユーザーIDがユニークで50万人いるとします。そこでこのテーブルを\n"",""via"":""Web form""},{""event_type"":""Change"",""status"":""solved"",""via_reference_id"":null,""id"":707552231753,""previous_value"":""open"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277327"":""1549""},""id"":707552231813,""previous_value"":""1356"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277347"":""193""},""id"":707552231873,""previous_value"":""1124"",""via"":""Web form""}]",7.07552E+11,38869,1557905548,32:28.0,3.68483E+11,Web form,"{""location"":""Tokyo, 40, Japan"",""client"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.84 Safari/537.36"",""longitude"":139.7677,""latitude"":35.64269999999999}",Audit
"[{""comment_public"":false,""event_type"":""Comment"",""via_reference_id"":null,""id"":707552535413,""comment_present"":true,""via"":""Chat""},{""event_type"":""Create"",""via_reference_id"":null,""requester_id"":1166787268,""id"":707552535493,""via"":""Chat""},{""event_type"":""Create"",""via_reference_id"":null,""removed_tags"":[],""id"":707552535593,""added_tags"":[""datacenter_aws"",""zopim_chat""],""tags"":[""datacenter_aws"",""zopim_chat""],""via"":""Chat""},{""subject"":""Chat with Eisuke Okamoto"",""event_type"":""Create"",""via_reference_id"":null,""id"":707552535693,""via"":""Chat""},{""event_type"":""Create"",""via_reference_id"":null,""id"":707552535793,""assignee_id"":373612143614,""via"":""Chat""},{""event_type"":""Create"",""via_reference_id"":null,""id"":707552535913,""group_id"":25879637,""via"":""Chat""},{""event_type"":""Create"",""status"":""open"",""via_reference_id"":null,""id"":707552536053,""via"":""Chat""},{""event_type"":""Create"",""via_reference_id"":null,""priority"":null,""id"":707552536133,""via"":""Chat""},{""event_type"":""Create"",""via_reference_id"":null,""id"":707552536213,""via"":""Chat"",""type"":null},{""event_type"":""Create"",""organization_id"":""256157568"",""via_reference_id"":null,""id"":707552536273,""via"":""Chat""},{""event_type"":""Create"",""brand_id"":""381217"",""via_reference_id"":null,""id"":707552536313,""via"":""Chat""},{""event_type"":""Create"",""via_reference_id"":null,""ticket_form_id"":""166578"",""id"":707552536353,""via"":""Chat""},{""event_type"":""Create"",""is_public"":""f"",""via_reference_id"":null,""id"":707552536393,""via"":""Chat""}]",7.07553E+11,38875,1557905576,32:56.0,1166787268,Chat,"{""location"":""Fairfield, CT, United States"",""client"":""Zopim-Zendesk Integration v2"",""longitude"":-73.2637,""latitude"":41.1412}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":708218712894,""comment_present"":true,""via"":""Web form""},{""event_type"":""Change"",""status"":""pending"",""via_reference_id"":null,""id"":708218713034,""previous_value"":""open"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277327"":""244""},""id"":708218713154,""previous_value"":""97"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277347"":""147""},""id"":708218713274,""previous_value"":""97"",""via"":""Web form""}]",7.08219E+11,38725,1557905777,36:17.0,3.73612E+11,Web form,"{""location"":""Tokyo, 40, Japan"",""client"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""longitude"":139.7677,""latitude"":35.64269999999999}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":707555190913,""comment_present"":true,""via"":""Mail""},{""event_type"":""Change"",""status"":""open"",""via_reference_id"":null,""id"":707555190973,""previous_value"":""pending"",""via"":""Mail""}]",7.07555E+11,38280,1557905834,37:14.0,3.78131E+11,Mail,"{""location"":null,""client"":""Becky! ver. 2.73 [ja]"",""longitude"":null,""latitude"":null}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":708220630054,""comment_present"":true,""via"":""Chat""}]",7.08221E+11,38872,1557905964,39:24.0,3.73137E+11,Chat,"{""location"":""Fairfield, CT, United States"",""client"":""Zopim-Zendesk Integration v2"",""longitude"":-73.2637,""latitude"":41.1412}",Audit
"[{""comment_public"":false,""event_type"":""Comment"",""via_reference_id"":null,""id"":708220634974,""comment_present"":true,""via"":""Chat""}]",7.08221E+11,38872,1557905965,39:25.0,3.73137E+11,Chat,"{""location"":""Fairfield, CT, United States"",""client"":""Zopim-Zendesk Integration v2"",""longitude"":-73.2637,""latitude"":41.1412}",Audit
"[{""event_type"":""Change"",""via_reference_id"":null,""removed_tags"":[],""id"":708220642154,""added_tags"":[""zopim_chat_ended""],""tags"":[""datacenter_aws"",""zopim_chat"",""zopim_chat_ended""],""via"":""Web service""}]",7.08221E+11,38872,1557905965,39:25.0,-1,Web service,"{""location"":null,""client"":null,""longitude"":null,""latitude"":null}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":708222432794,""comment_present"":true,""via"":""Web form""},{""subject"":""Convert 2 arrays to a map"",""event_type"":""Change"",""via_reference_id"":null,""id"":708222432874,""previous_value"":""Chat with TOSHIKAZU NISHIWAKI"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""id"":708222432954,""previous_value"":""0"",""via"":""Web form"",""type"":""question""},{""event_type"":""Change"",""via_reference_id"":null,""priority"":""normal"",""id"":708222433054,""previous_value"":""0"",""via"":""Web form""},{""event_type"":""Change"",""status"":""pending"",""via_reference_id"":null,""id"":708222433134,""previous_value"":""open"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""removed_tags"":[],""id"":708222433234,""added_tags"":[""category-data-processing"",""ended-escalated-only-support"",""ended-workaround"",""sql-help""],""tags"":[""category-data-processing"",""ended-escalated-only-support"",""ended-workaround"",""sql-help"",""zopim_chat""],""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""81568788"":""ended-escalated-only-support""},""id"":708222433294,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""77496087"":""sql-help""},""id"":708222433374,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""81568808"":""ended-workaround""},""id"":708222433434,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""77984587"":""category-data-processing""},""id"":708222433494,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277327"":""1477""},""id"":708222433534,""previous_value"":""54"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277347"":""1423""},""id"":708222433614,""previous_value"":""54"",""via"":""Web form""}]",7.08222E+11,38854,1557906135,42:15.0,3.68483E+11,Web form,"{""location"":""Tokyo, 40, Japan"",""client"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.84 Safari/537.36"",""longitude"":139.7677,""latitude"":35.64269999999999}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":707558814473,""comment_present"":true,""via"":""Web form""},{""event_type"":""Change"",""status"":""solved"",""via_reference_id"":null,""id"":707558814493,""previous_value"":""open"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277327"":""6643""},""id"":707558814513,""previous_value"":""6605"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277347"":""38""},""id"":707558814533,""previous_value"":""101"",""via"":""Web form""}]",7.07559E+11,38280,1557906178,42:58.0,3.68483E+11,Web form,"{""location"":""Tokyo, 40, Japan"",""client"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.84 Safari/537.36"",""longitude"":139.7677,""latitude"":35.64269999999999}",Audit
"[{""comment_public"":false,""event_type"":""Comment"",""via_reference_id"":369806998173,""id"":707559994933,""comment_present"":true,""via"":""Merge""},{""event_type"":""Change"",""status"":""closed"",""via_reference_id"":369806998173,""id"":707559994953,""previous_value"":""open"",""via"":""Merge""},{""event_type"":""Change"",""via_reference_id"":369806998173,""removed_tags"":[],""id"":707559994973,""added_tags"":[""closed_by_merge""],""tags"":[""closed_by_merge"",""datacenter_aws"",""zopim_chat"",""zopim_chat_ended""],""via"":""Merge""}]",7.0756E+11,38872,1557906292,44:52.0,3.73612E+11,Merge,"{""location"":""Inagi, 40, Japan"",""client"":null,""longitude"":139.55880000000002,""latitude"":35.6345}",TicketMergeAudit
"[{""comment_public"":false,""event_type"":""Comment"",""via_reference_id"":null,""id"":707466551713,""comment_present"":true,""via"":""Chat""},{""event_type"":""Create"",""via_reference_id"":null,""requester_id"":1149067067,""id"":707466551773,""via"":""Chat""},{""event_type"":""Create"",""via_reference_id"":null,""removed_tags"":[],""id"":707466551833,""added_tags"":[""datacenter_aws"",""datacenter_idcf"",""zopim_chat""],""tags"":[""datacenter_aws"",""datacenter_idcf"",""zopim_chat""],""via"":""Chat""},{""subject"":""Chat with tanaka t-tanaka@unext.jp"",""event_type"":""Create"",""via_reference_id"":null,""id"":707466551893,""via"":""Chat""},{""event_type"":""Create"",""via_reference_id"":null,""id"":707466551933,""assignee_id"":5396187947,""via"":""Chat""},{""event_type"":""Create"",""via_reference_id"":null,""id"":707466551993,""group_id"":25879637,""via"":""Chat""},{""event_type"":""Create"",""status"":""open"",""via_reference_id"":null,""id"":707466552053,""via"":""Chat""},{""event_type"":""Create"",""via_reference_id"":null,""priority"":null,""id"":707466552113,""via"":""Chat""},{""event_type"":""Create"",""via_reference_id"":null,""id"":707466552193,""via"":""Chat"",""type"":null},{""event_type"":""Create"",""organization_id"":""256160638"",""via_reference_id"":null,""id"":707466552273,""via"":""Chat""},{""event_type"":""Create"",""brand_id"":""381217"",""via_reference_id"":null,""id"":707466552353,""via"":""Chat""},{""event_type"":""Create"",""via_reference_id"":null,""ticket_form_id"":""166578"",""id"":707466552433,""via"":""Chat""},{""event_type"":""Create"",""is_public"":""f"",""via_reference_id"":null,""id"":707466552453,""via"":""Chat""}]",7.07467E+11,38864,1557896903,08:23.0,1149067067,Chat,"{""location"":""Fairfield, CT, United States"",""client"":""Zopim-Zendesk Integration v2"",""longitude"":-73.2637,""latitude"":41.1412}",Audit
