Timestamp^Day^KruxUserId^IpAddress^Browser^Device^OperatingSystem^CampaignId^AdId^CreativeId^searchEngine^SearchKeywords^geoDataDisplay
"1554687946000"^"2019-04-08"^"tieqarpfa"^"JsvTzwy0"^"58.162.151.254"^"Chrome 58-60"^"Computer"^"Windows 7"^"PMISC_AMP"^"8811883"^"22335041"^"240480344"^"4890811"^"112519106"^"437517743"^"0"^"country=au&region=act&dma=36801&domain=evocca.com.au&zipcodes=2601"
"1554699376000"^"2019-04-08"^"tieqarpfa"^"K3AvVHYI"^"14.202.33.187"^"Chrome 58-73"^"Computer"^"Windows 10"^"PMISC_AMP"^"8811883"^"22335041"^"240480344"^"4890811"^"112519106"^"437517743"^"0"^"country=au&region=qld&dma=36311&domain=tpgi.com.au&zipcodes=4129"
"1554682174000"^"2019-04-08"^"tieqarpfa"^"K3vrlY0V"^"124.19.84.25"^"Chrome 58-73"^"Computer"^"Windows 7"^"PMISC_AMP"^"8811883"^"22515664"^"243463612"^"4890811"^"114165272"^"440152118"^"0"^"country=au&region=nsw&dma=36121&domain=optus.com.au&zipcodes=2076"
"1554682204000"^"2019-04-08"^"tieqarpfa"^"K3vrlY0V"^"124.19.84.25"^"Chrome 58-73"^"Computer"^"Windows 7"^"PMISC_AMP"^"8811883"^"22515664"^"243463612"^"4890811"^"114165272"^"440152118"^"0"^"country=au&region=nsw&dma=36121&domain=optus.com.au&zipcodes=2076"
"1554682234000"^"2019-04-08"^"tieqarpfa"^"K3vrlY0V"^"124.19.84.25"^"Chrome 58-73"^"Computer"^"Windows 7"^"PMISC_AMP"^"8811883"^"22515664"^"243463612"^"4890811"^"114165272"^"440152118"^"0"^"country=au&region=nsw&dma=36121&domain=optus.com.au&zipcodes=2076"
"1554682264000"^"2019-04-08"^"tieqarpfa"^"K3vrlY0V"^"124.19.84.25"^"Chrome 58-73"^"Computer"^"Windows 7"^"PMISC_AMP"^"8811883"^"22515664"^"243463612"^"4890811"^"114165272"^"440152118"^"0"^"country=au&region=nsw&dma=36121&domain=optus.com.au&zipcodes=2076"
"1554682294000"^"2019-04-08"^"tieqarpfa"^"K3vrlY0V"^"124.19.84.25"^"Chrome 58-73"^"Computer"^"Windows 7"^"PMISC_AMP"^"8811883"^"22515664"^"243463612"^"4890811"^"114165272"^"440152118"^"0"^"country=au&region=nsw&dma=36121&domain=optus.com.au&zipcodes=2076"
"1554682325000"^"2019-04-08"^"tieqarpfa"^"K3vrlY0V"^"124.19.84.25"^"Chrome 58-73"^"Computer"^"Windows 7"^"PMISC_AMP"^"8811883"^"22515664"^"243463612"^"4890811"^"114165272"^"440152118"^"0"^"country=au&region=nsw&dma=36121&domain=optus.com.au&zipcodes=2076"
"1554682354000"^"2019-04-08"^"tieqarpfa"^"K3vrlY0V"^"124.19.84.25"^"Chrome 58-73"^"Computer"^"Windows 7"^"PMISC_AMP"^"8811883"^"22515664"^"243463612"^"4890811"^"114165272"^"440152118"^"0"^"country=au&region=nsw&dma=36121&domain=optus.com.au&zipcodes=2076"
"1554682384000"^"2019-04-08"^"tieqarpfa"^"K3vrlY0V"^"124.19.84.25"^"Chrome 58-73"^"Computer"^"Windows 7"^"PMISC_AMP"^"8811883"^"22515664"^"243463612"^"4890811"^"114165272"^"440152118"^"0"^"country=au&region=nsw&dma=36121&domain=optus.com.au&zipcodes=2076"
"1554682414000"^"2019-04-08"^"tieqarpfa"^"K3vrlY0V"^"124.19.84.25"^"Chrome 58-73"^"Computer"^"Windows 7"^"PMISC_AMP"^"8811883"^"22515664"^"243463612"^"4890811"^"114165272"^"440152118"^"0"^"country=au&region=nsw&dma=36121&domain=optus.com.au&zipcodes=2076"
"1554682444000"^"2019-04-08"^"tieqarpfa"^"K3vrlY0V"^"124.19.84.25"^"Chrome 58-73"^"Computer"^"Windows 7"^"PMISC_AMP"^"8811883"^"22515664"^"243463612"^"4890811"^"114165272"^"440152118"^"0"^"country=au&region=nsw&dma=36121&domain=optus.com.au&zipcodes=2076"
"1554682474000"^"2019-04-08"^"tieqarpfa"^"K3vrlY0V"^"203.219.118.62"^"Chrome 58-73"^"Computer"^"Windows 7"^"PMISC_AMP"^"8811883"^"22515664"^"243463612"^"4890811"^"114165272"^"440152118"^"0"^"country=au&region=nsw&dma=36117&domain=tpgi.com.au&zipcodes=2000"
"1554682504000"^"2019-04-08"^"tieqarpfa"^"K3vrlY0V"^"203.219.118.62"^"Chrome 58-73"^"Computer"^"Windows 7"^"PMISC_AMP"^"8811883"^"22515664"^"243463612"^"4890811"^"114165272"^"440152118"^"0"^"country=au&region=nsw&dma=36117&domain=tpgi.com.au&zipcodes=2000"
"1554682534000"^"2019-04-08"^"tieqarpfa"^"K3vrlY0V"^"203.219.118.62"^"Chrome 58-73"^"Computer"^"Windows 7"^"PMISC_AMP"^"8811883"^"22515664"^"243463612"^"4890811"^"114165272"^"440152118"^"0"^"country=au&region=nsw&dma=36117&domain=tpgi.com.au&zipcodes=2000"
"1554682565000"^"2019-04-08"^"tieqarpfa"^"K3vrlY0V"^"120.150.252.216"^"Chrome 58-73"^"Computer"^"Windows 7"^"PMISC_AMP"^"8811883"^"22515664"^"243463612"^"4890811"^"114165272"^"440152118"^"0"^"country=au&region=nsw&dma=36120&domain=telstra.net&zipcodes=2040"
"1554682595000"^"2019-04-08"^"tieqarpfa"^"K3vrlY0V"^"120.150.252.216"^"Chrome 58-73"^"Computer"^"Windows 7"^"PMISC_AMP"^"8811883"^"22515664"^"243463612"^"4890811"^"114165272"^"440152118"^"0"^"country=au&region=nsw&dma=36120&domain=telstra.net&zipcodes=2040"
"1554682624000"^"2019-04-08"^"tieqarpfa"^"K3vrlY0V"^"120.150.252.216"^"Chrome 58-73"^"Computer"^"Windows 7"^"PMISC_AMP"^"8811883"^"22515664"^"243463612"^"4890811"^"114165272"^"440152118"^"0"^"country=au&region=nsw&dma=36120&domain=telstra.net&zipcodes=2040"
"1554682655000"^"2019-04-08"^"tieqarpfa"^"K3vrlY0V"^"124.19.84.25"^"Chrome 58-73"^"Computer"^"Windows 7"^"PMISC_AMP"^"8811883"^"22515664"^"243463612"^"4890811"^"114165272"^"440152118"^"0"^"country=au&region=nsw&dma=36121&domain=optus.com.au&zipcodes=2076"
"1554682685000"^"2019-04-08"^"tieqarpfa"^"K3vrlY0V"^"124.19.84.25"^"Chrome 58-73"^"Computer"^"Windows 7"^"PMISC_AMP"^"8811883"^"22515664"^"243463612"^"4890811"^"114165272"^"440152118"^"0"^"country=au&region=nsw&dma=36121&domain=optus.com.au&zipcodes=2076"
"1554682715000"^"2019-04-08"^"tieqarpfa"^"K3vrlY0V"^"203.219.118.62"^"Chrome 58-73"^"Computer"^"Windows 7"^"PMISC_AMP"^"8811883"^"22515664"^"243463612"^"4890811"^"114165272"^"440152118"^"0"^"country=au&region=nsw&dma=36117&domain=tpgi.com.au&zipcodes=2000"
"1554682744000"^"2019-04-08"^"tieqarpfa"^"K3vrlY0V"^"203.219.118.62"^"Chrome 58-73"^"Computer"^"Windows 7"^"PMISC_AMP"^"8811883"^"22515664"^"243463612"^"4890811"^"114165272"^"440152118"^"0"^"country=au&region=nsw&dma=36117&domain=tpgi.com.au&zipcodes=2000"
"1554682775000"^"2019-04-08"^"tieqarpfa"^"K3vrlY0V"^"203.219.118.62"^"Chrome 58-73"^"Computer"^"Windows 7"^"PMISC_AMP"^"8811883"^"22515664"^"243463612"^"4890811"^"114165272"^"440152118"^"0"^"country=au&region=nsw&dma=36117&domain=tpgi.com.au&zipcodes=2000"
"1554682805000"^"2019-04-08"^"tieqarpfa"^"K3vrlY0V"^"203.219.118.62"^"Chrome 58-73"^"Computer"^"Windows 7"^"PMISC_AMP"^"8811883"^"22515664"^"243463612"^"4890811"^"114165272"^"440152118"^"0"^"country=au&region=nsw&dma=36117&domain=tpgi.com.au&zipcodes=2000"
"1554682835000"^"2019-04-08"^"tieqarpfa"^"K3vrlY0V"^"203.219.118.62"^"Chrome 58-73"^"Computer"^"Windows 7"^"PMISC_AMP"^"8811883"^"22515664"^"243463612"^"4890811"^"114165272"^"440152118"^"0"^"country=au&region=nsw&dma=36117&domain=tpgi.com.au&zipcodes=2000"
"1554682865000"^"2019-04-08"^"tieqarpfa"^"K3vrlY0V"^"203.219.118.62"^"Chrome 58-73"^"Computer"^"Windows 7"^"PMISC_AMP"^"8811883"^"22515664"^"243463612"^"4890811"^"114165272"^"440152118"^"0"^"country=au&region=nsw&dma=36117&domain=tpgi.com.au&zipcodes=2000"
"1554682894000"^"2019-04-08"^"tieqarpfa"^"K3vrlY0V"^"203.219.118.62"^"Chrome 58-73"^"Computer"^"Windows 7"^"PMISC_AMP"^"8811883"^"22515664"^"243463612"^"4890811"^"114165272"^"440152118"^"0"^"country=au&region=nsw&dma=36117&domain=tpgi.com.au&zipcodes=2000"
"1554682925000"^"2019-04-08"^"tieqarpfa"^"K3vrlY0V"^"203.219.118.62"^"Chrome 58-73"^"Computer"^"Windows 7"^"PMISC_AMP"^"8811883"^"22515664"^"243463612"^"4890811"^"114165272"^"440152118"^"0"^"country=au&region=nsw&dma=36117&domain=tpgi.com.au&zipcodes=2000"
"1554682955000"^"2019-04-08"^"tieqarpfa"^"K3vrlY0V"^"124.19.84.25"^"Chrome 58-73"^"Computer"^"Windows 7"^"PMISC_AMP"^"8811883"^"22515664"^"243463612"^"4890811"^"114165272"^"440152118"^"0"^"country=au&region=nsw&dma=36121&domain=optus.com.au&zipcodes=2076"
"1554682985000"^"2019-04-08"^"tieqarpfa"^"K3vrlY0V"^"124.19.84.25"^"Chrome 58-73"^"Computer"^"Windows 7"^"PMISC_AMP"^"8811883"^"22515664"^"243463612"^"4890811"^"114165272"^"440152118"^"0"^"country=au&region=nsw&dma=36121&domain=optus.com.au&zipcodes=2076"
"1554683015000"^"2019-04-08"^"tieqarpfa"^"K3vrlY0V"^"124.19.84.25"^"Chrome 58-73"^"Computer"^"Windows 7"^"PMISC_AMP"^"8811883"^"22515664"^"243463612"^"4890811"^"114165272"^"440152118"^"0"^"country=au&region=nsw&dma=36121&domain=optus.com.au&zipcodes=2076"
"1554683046000"^"2019-04-08"^"tieqarpfa"^"K3vrlY0V"^"124.19.84.25"^"Chrome 58-73"^"Computer"^"Windows 7"^"PMISC_AMP"^"8811883"^"22515664"^"243463612"^"4890811"^"114165272"^"440152118"^"0"^"country=au&region=nsw&dma=36121&domain=optus.com.au&zipcodes=2076"
"1554683075000"^"2019-04-08"^"tieqarpfa"^"K3vrlY0V"^"124.19.84.25"^"Chrome 58-73"^"Computer"^"Windows 7"^"PMISC_AMP"^"8811883"^"22515664"^"243463612"^"4890811"^"114165272"^"440152118"^"0"^"country=au&region=nsw&dma=36121&domain=optus.com.au&zipcodes=2076"
"1554683106000"^"2019-04-08"^"tieqarpfa"^"K3vrlY0V"^"124.19.84.25"^"Chrome 58-73"^"Computer"^"Windows 7"^"PMISC_AMP"^"8811883"^"22515664"^"243463612"^"4890811"^"114165272"^"440152118"^"0"^"country=au&region=nsw&dma=36121&domain=optus.com.au&zipcodes=2076"
"1554683136000"^"2019-04-08"^"tieqarpfa"^"K3vrlY0V"^"124.19.84.25"^"Chrome 58-73"^"Computer"^"Windows 7"^"PMISC_AMP"^"8811883"^"22515664"^"243463612"^"4890811"^"114165272"^"440152118"^"0"^"country=au&region=nsw&dma=36121&domain=optus.com.au&zipcodes=2076"
"1554683165000"^"2019-04-08"^"tieqarpfa"^"K3vrlY0V"^"124.19.84.25"^"Chrome 58-73"^"Computer"^"Windows 7"^"PMISC_AMP"^"8811883"^"22515664"^"243463612"^"4890811"^"114165272"^"440152118"^"0"^"country=au&region=nsw&dma=36121&domain=optus.com.au&zipcodes=2076"
"1554683196000"^"2019-04-08"^"tieqarpfa"^"K3vrlY0V"^"124.19.84.25"^"Chrome 58-73"^"Computer"^"Windows 7"^"PMISC_AMP"^"8811883"^"22515664"^"243463612"^"4890811"^"114165272"^"440152118"^"0"^"country=au&region=nsw&dma=36121&domain=optus.com.au&zipcodes=2076"
"1554683226000"^"2019-04-08"^"tieqarpfa"^"K3vrlY0V"^"124.19.84.25"^"Chrome 58-73"^"Computer"^"Windows 7"^"PMISC_AMP"^"8811883"^"22515664"^"243463612"^"4890811"^"114165272"^"440152118"^"0"^"country=au&region=nsw&dma=36121&domain=optus.com.au&zipcodes=2076"
"1554765956000"^"2019-04-08"^"tieqarpfa"^"K5REpfWW"^"59.167.130.13"^"Firefox 53-66"^"Computer"^"Windows 7"^"PMISC_AMP"^"8811883"^"22335041"^"240480020"^"4890811"^"112519106"^"437514548"^"0"^"country=au&region=nsw&dma=36117&domain=on.net&zipcodes=2000"
"1554685436000"^"2019-04-08"^"tieqarpfa"^"K60xt5Sv"^"122.60.203.162"^"Chrome 58-73"^"Computer"^"Windows 10"^"PMISC_AMP"^"8811883"^"22515664"^"243463612"^"4890811"^"114165272"^"440152118"^"0"^"country=nz&region=bop&dma=554036&domain=sparkbb.co.nz&zipcodes=3110"
"1554685438000"^"2019-04-08"^"tieqarpfa"^"K60xt5Sv"^"122.60.203.162"^"Chrome 58-73"^"Computer"^"Windows 10"^"PMISC_AMP"^"8811883"^"22515664"^"243463612"^"4890811"^"114165272"^"440152118"^"0"^"country=nz&region=bop&dma=554036&domain=sparkbb.co.nz&zipcodes=3110"
"1554685438000"^"2019-04-08"^"tieqarpfa"^"K60xt5Sv"^"122.60.203.162"^"Chrome 58-73"^"Computer"^"Windows 10"^"PMISC_AMP"^"8811883"^"22515664"^"243463612"^"4890811"^"114165272"^"440152118"^"0"^"country=nz&region=bop&dma=554036&domain=sparkbb.co.nz&zipcodes=3110"
"1554685438000"^"2019-04-08"^"tieqarpfa"^"K60xt5Sv"^"122.60.203.162"^"Chrome 58-73"^"Computer"^"Windows 10"^"PMISC_AMP"^"8811883"^"22515664"^"243463612"^"4890811"^"114165272"^"440152118"^"0"^"country=nz&region=bop&dma=554036&domain=sparkbb.co.nz&zipcodes=3110"
"1554685506000"^"2019-04-08"^"tieqarpfa"^"K60xt5Sv"^"122.60.203.162"^"Chrome 58-73"^"Computer"^"Windows 10"^"PMISC_AMP"^"8811883"^"22515664"^"243463612"^"4890811"^"114165272"^"440152118"^"0"^"country=nz&region=bop&dma=554036&domain=sparkbb.co.nz&zipcodes=3110"
"1554685533000"^"2019-04-08"^"tieqarpfa"^"K60xt5Sv"^"122.60.203.162"^"Chrome 58-73"^"Computer"^"Windows 10"^"PMISC_AMP"^"8811883"^"22515664"^"243463612"^"4890811"^"114165272"^"440152118"^"0"^"country=nz&region=bop&dma=554036&domain=sparkbb.co.nz&zipcodes=3110"
"1554685535000"^"2019-04-08"^"tieqarpfa"^"K60xt5Sv"^"122.60.203.162"^"Chrome 58-73"^"Computer"^"Windows 10"^"PMISC_AMP"^"8811883"^"22515664"^"243463612"^"4890811"^"114165272"^"440152118"^"0"^"country=nz&region=bop&dma=554036&domain=sparkbb.co.nz&zipcodes=3110"
"1554685536000"^"2019-04-08"^"tieqarpfa"^"K60xt5Sv"^"122.60.203.162"^"Chrome 58-73"^"Computer"^"Windows 10"^"PMISC_AMP"^"8811883"^"22515664"^"243463612"^"4890811"^"114165272"^"440152118"^"0"^"country=nz&region=bop&dma=554036&domain=sparkbb.co.nz&zipcodes=3110"
"1554685538000"^"2019-04-08"^"tieqarpfa"^"K60xt5Sv"^"122.60.203.162"^"Chrome 58-73"^"Computer"^"Windows 10"^"PMISC_AMP"^"8811883"^"22515664"^"243463612"^"4890811"^"114165272"^"440152118"^"0"^"country=nz&region=bop&dma=554036&domain=sparkbb.co.nz&zipcodes=3110"
"1554685569000"^"2019-04-08"^"tieqarpfa"^"K60xt5Sv"^"122.60.203.162"^"Chrome 58-73"^"Computer"^"Windows 10"^"PMISC_AMP"^"8811883"^"22515664"^"243463612"^"4890811"^"114165272"^"440152118"^"0"^"country=nz&region=bop&dma=554036&domain=sparkbb.co.nz&zipcodes=3110"
"1554685569000"^"2019-04-08"^"tieqarpfa"^"K60xt5Sv"^"122.60.203.162"^"Chrome 58-73"^"Computer"^"Windows 10"^"PMISC_AMP"^"8811883"^"22515664"^"243463612"^"4890811"^"114165272"^"440152118"^"0"^"country=nz&region=bop&dma=554036&domain=sparkbb.co.nz&zipcodes=3110"
"1554685576000"^"2019-04-08"^"tieqarpfa"^"K60xt5Sv"^"122.60.203.162"^"Chrome 58-73"^"Computer"^"Windows 10"^"PMISC_AMP"^"8811883"^"22515664"^"243463612"^"4890811"^"114165272"^"440152118"^"0"^"country=nz&region=bop&dma=554036&domain=sparkbb.co.nz&zipcodes=3110"
"1554685583000"^"2019-04-08"^"tieqarpfa"^"K60xt5Sv"^"122.60.203.162"^"Chrome 58-73"^"Computer"^"Windows 10"^"PMISC_AMP"^"8811883"^"22515664"^"243463612"^"4890811"^"114165272"^"440152118"^"0"^"country=nz&region=bop&dma=554036&domain=sparkbb.co.nz&zipcodes=3110"
"1554685587000"^"2019-04-08"^"tieqarpfa"^"K60xt5Sv"^"122.60.203.162"^"Chrome 58-73"^"Computer"^"Windows 10"^"PMISC_AMP"^"8811883"^"22515664"^"243463612"^"4890811"^"114165272"^"440152118"^"0"^"country=nz&region=bop&dma=554036&domain=sparkbb.co.nz&zipcodes=3110"
"1554682121000"^"2019-04-08"^"tieqarpfa"^"K6D_wo81"^"103.87.254.230"^"Internet Explorer 11-11"^"Computer"^"Windows 7"^"PMISC_AMP"^"8811883"^"22515664"^"243463351"^"4890811"^"114165272"^"440153198"^"0"^"country=au&region=vic&dma=36213&domain=each.com.au&zipcodes=3011"
"1554682181000"^"2019-04-08"^"tieqarpfa"^"K6tuPCqi"^"202.49.183.71"^"Chrome Mobile-73"^"Mobile"^"Android 8.x"^"PMISC_AMP"^"8811883"^"22515664"^"243463351"^"4890811"^"114165272"^"440153198"^"0"^"country=nz&region=gis&dma=554015&domain=bpc.co.nz&zipcodes=4010"
"1554693057000"^"2019-04-08"^"tieqarpfa"^"K75wvH36"^"58.171.186.43"^"Chrome 58-73"^"Computer"^"Windows 8.1"^"PMISC_AMP"^"8811883"^"22335041"^"240480344"^"4890811"^"112519106"^"437517743"^"0"^"country=au&region=vic&dma=36210&domain=telstra.net&zipcodes=3060"
"1554693253000"^"2019-04-08"^"tieqarpfa"^"K75wvH36"^"58.171.186.43"^"Chrome 58-73"^"Computer"^"Windows 8.1"^"PMISC_AMP"^"8811883"^"22335041"^"240480344"^"4890811"^"112519106"^"437517743"^"0"^"country=au&region=vic&dma=36210&domain=telstra.net&zipcodes=3060"
"1554682573000"^"2019-04-08"^"tieqarpfa"^"K7LK7hA4"^"211.27.58.21"^"Chrome 45-49"^"Computer"^"Windows XP"^"PMISC_AMP"^"8811883"^"22515664"^"243463351"^"4890811"^"114165272"^"440153198"^"0"^"country=au&region=nsw&dma=36127&domain=commander.net.au&zipcodes=2567"
"1554719839000"^"2019-04-08"^"tieqhbj09"^"K82rlO4S"^"120.138.82.254"^"Chrome 58-73"^"Computer"^"Windows 10"^"PMISC_AMPv"^"8941688"^"22342375"^"240799539"^"4890811"^"112480681"^"437583331"^"0"^"country=my&domain=donhost.co.uk&zipcodes=68100"
"1554688085000"^"2019-04-08"^"tieqskzxa"^"K8EFH2M8"^"58.185.250.190"^"Chrome 58-73"^"Computer"^"Windows 7"^"PMISC_AMP"^"8805309"^"22378127"^"241298396"^"4890811"^"112950847"^"438285685"^"0"^"country=sg&domain=marketshare.com.sg&zipcodes=148943"
"1554706536000"^"2019-04-08"^"tieqhbj09"^"K8v8Aec_"^"202.184.143.8"^"Chrome 58-67"^"Mobile"^"Android 7.x"^"PMISC_AMPv"^"8941688"^"22342375"^"240799539"^"4890811"^"112480681"^"437583331"^"0"^"country=my&zipcodes=50480"
"1554693812000"^"2019-04-08"^"tieqarpfa"^"K9tHIWX_"^"27.33.105.230"^"Chrome 58-73"^"Computer"^"Windows 7"^"PMISC_AMP"^"8811883"^"22335041"^"240480344"^"4890811"^"112519106"^"437517743"^"0"^"country=au&region=vic&dma=36207&domain=tpgi.com.au&zipcodes=3072"
"1554689376000"^"2019-04-08"^"tieqarpfa"^"KAOqxDdO"^"203.45.165.164"^"Internet Explorer 11-11"^"Computer"^"Windows 10"^"PMISC_AMP"^"8811883"^"22335041"^"240480344"^"4890811"^"112519106"^"437517743"^"0"^"country=au&region=qld&dma=36305&domain=telstra.net&zipcodes=4000"
"1554712195000"^"2019-04-08"^"tieqhbj09"^"KC5-onjZ"^"175.141.104.210"^"Chrome Mobile-73"^"Mobile"^"Android 5.x"^"PMISC_AMP"^"8941688"^"22342375"^"240799545"^"4890811"^"112480681"^"437580388"^"0"^"country=my&domain=tm.com.my&zipcodes=15150"
"1554713412000"^"2019-04-08"^"tieqhbj09"^"KC5-onjZ"^"175.141.104.210"^"Chrome Mobile-73"^"Mobile"^"Android 5.x"^"PMISC_AMP"^"8941688"^"22342375"^"240799545"^"4890811"^"112480681"^"437580388"^"0"^"country=my&domain=tm.com.my&zipcodes=15150"
"1554687218000"^"2019-04-08"^"tieqarpfa"^"KHXHKrJ5"^"115.70.195.99"^"Firefox 53-66"^"Computer"^"Windows 8.1"^"PMISC_AMP"^"8811883"^"22335041"^"240480344"^"4890811"^"112519106"^"437517743"^"0"^"country=au&region=vic&dma=36212&domain=exetel.com.au&zipcodes=3149"
"1554689005000"^"2019-04-08"^"tieqarpfa"^"KJIOP0dz"^"115.70.224.2"^"Chrome 58-73"^"Computer"^"Windows 7"^"PMISC_AMP"^"8811883"^"22335041"^"240480020"^"4890811"^"112519106"^"437514548"^"0"^"country=au&region=nsw&dma=36117&zipcodes=2000"
